,A,Ea,P [Pa],T [K],b,kb,kf
325,347850500.0,83680000.0,101325.0,1325.0,0.0,[0.],[174820.7305494]
326,347850500.0,83680000.0,101324.99999999999,1326.0,0.0,[0.],[175825.03532312]
327,347850500.0,83680000.0,101325.0,1327.0,0.0,[0.],[176833.58289577]
328,347850500.0,83680000.0,101325.00000000001,1328.0,0.0,[0.],[177846.38360855]
329,347850500.0,83680000.0,101324.99999999999,1329.0,0.0,[0.],[178863.4478005]
330,347850500.0,83680000.0,101325.0,1330.0,0.0,[0.],[179884.78580846]
331,347850500.0,83680000.0,101324.99999999999,1331.0,0.0,[0.],[180910.40796697]
332,347850500.0,83680000.0,101325.00000000001,1332.0,0.0,[0.],[181940.32460824]
333,347850500.0,83680000.0,101325.00000000001,1333.0,0.0,[0.],[182974.54606203]
334,347850500.0,83680000.0,101325.0,1334.0,0.0,[0.],[184013.08265562]
335,347850500.0,83680000.0,101325.00000000001,1335.0,0.0,[0.],[185055.94471371]
336,347850500.0,83680000.0,101325.0,1336.0,0.0,[0.],[186103.1425584]
337,347850500.0,83680000.0,101325.0,1337.0,0.0,[0.],[187154.68650906]
338,347850500.0,83680000.0,101325.0,1338.0,0.0,[0.],[188210.58688231]
339,347850500.0,83680000.0,101325.0,1339.0,0.0,[0.],[189270.85399192]
340,347850500.0,83680000.0,101324.99999999999,1340.0,0.0,[0.],[190335.49814876]
341,347850500.0,83680000.0,101325.0,1341.0,0.0,[0.],[191404.52966074]
342,347850500.0,83680000.0,101325.0,1342.0,0.0,[0.],[192477.95883272]
343,347850500.0,83680000.0,101324.99999999999,1343.0,0.0,[0.],[193555.79596644]
344,347850500.0,83680000.0,101325.00000000001,1344.0,0.0,[0.],[194638.05136047]
345,347850500.0,83680000.0,101325.0,1345.0,0.0,[0.],[195724.73531016]
346,347850500.0,83680000.0,101325.0,1346.0,0.0,[0.],[196815.85810751]
347,347850500.0,83680000.0,101324.99999999997,1347.0,0.0,[0.],[197911.43004118]
348,347850500.0,83680000.0,101325.0,1348.0,0.0,[0.],[199011.46139635]
349,347850500.0,83680000.0,101324.99999999999,1349.0,0.0,[0.],[200115.96245473]
350,347850500.0,83680000.0,101325.0,1350.0,0.0,[0.],[201224.94349441]
351,347850500.0,83680000.0,101325.0,1351.0,0.0,[0.],[202338.41478986]
352,347850500.0,83680000.0,101325.0,1352.0,0.0,[0.],[203456.38661184]
353,347850500.0,83680000.0,101325.0,1353.0,0.0,[0.],[204578.86922733]
354,347850500.0,83680000.0,101324.99999999999,1354.0,0.0,[0.],[205705.87289946]
355,347850500.0,83680000.0,101325.00000000001,1355.0,0.0,[0.],[206837.40788746]
356,347850500.0,83680000.0,101324.99999999999,1356.0,0.0,[0.],[207973.48444659]
357,347850500.0,83680000.0,101325.0,1357.0,0.0,[0.],[209114.11282806]
358,347850500.0,83680000.0,101325.0,1358.0,0.0,[0.],[210259.30327899]
359,347850500.0,83680000.0,101325.0,1359.0,0.0,[0.],[211409.06604232]
360,347850500.0,83680000.0,101325.00000000001,1360.0,0.0,[0.],[212563.41135675]
361,347850500.0,83680000.0,101324.99999999999,1361.0,0.0,[0.],[213722.34945669]
362,347850500.0,83680000.0,101325.0,1362.0,0.0,[0.],[214885.89057221]
363,347850500.0,83680000.0,101325.0,1363.0,0.0,[0.],[216054.0449289]
364,347850500.0,83680000.0,101325.00000000001,1364.0,0.0,[0.],[217226.8227479]
365,347850500.0,83680000.0,101325.0,1365.0,0.0,[0.],[218404.23424578]
366,347850500.0,83680000.0,101325.0,1366.0,0.0,[0.],[219586.28963448]
367,347850500.0,83680000.0,101325.00000000003,1367.0,0.0,[0.],[220772.99912129]
368,347850500.0,83680000.0,101325.00000000001,1368.0,0.0,[0.],[221964.37290872]
369,347850500.0,83680000.0,101325.00000000001,1369.0,0.0,[0.],[223160.42119447]
370,347850500.0,83680000.0,101325.00000000001,1370.0,0.0,[0.],[224361.15417139]
371,347850500.0,83680000.0,101325.0,1371.0,0.0,[0.],[225566.58202737]
372,347850500.0,83680000.0,101324.99999999999,1372.0,0.0,[0.],[226776.71494532]
373,347850500.0,83680000.0,101324.99999999999,1373.0,0.0,[0.],[227991.56310307]
374,347850500.0,83680000.0,101325.00000000001,1374.0,0.0,[0.],[229211.13667334]
375,347850500.0,83680000.0,101325.00000000001,1375.0,0.0,[0.],[230435.44582365]
376,347850500.0,83680000.0,101325.0,1376.0,0.0,[0.],[231664.50071629]
377,347850500.0,83680000.0,101325.00000000001,1377.0,0.0,[0.],[232898.31150822]
378,347850500.0,83680000.0,101325.00000000001,1378.0,0.0,[0.],[234136.88835103]
379,347850500.0,83680000.0,101324.99999999999,1379.0,0.0,[0.],[235380.2413909]
380,347850500.0,83680000.0,101325.0,1380.0,0.0,[0.],[236628.38076847]
381,347850500.0,83680000.0,101325.00000000001,1381.0,0.0,[0.],[237881.31661886]
382,347850500.0,83680000.0,101325.0,1382.0,0.0,[0.],[239139.05907156]
383,347850500.0,83680000.0,101325.00000000003,1383.0,0.0,[0.],[240401.61825039]
384,347850500.0,83680000.0,101325.00000000001,1384.0,0.0,[0.],[241669.0042734]
385,347850500.0,83680000.0,101325.0,1385.0,0.0,[0.],[242941.22725289]
386,347850500.0,83680000.0,101324.99999999999,1386.0,0.0,[0.],[244218.29729524]
387,347850500.0,83680000.0,101324.99999999999,1387.0,0.0,[0.],[245500.22450097]
388,347850500.0,83680000.0,101325.0,1388.0,0.0,[0.],[246787.01896458]
389,347850500.0,83680000.0,101325.0,1389.0,0.0,[0.],[248078.69077453]
390,347850500.0,83680000.0,101325.00000000001,1390.0,0.0,[0.],[249375.2500132]
391,347850500.0,83680000.0,101325.0,1391.0,0.0,[0.],[250676.7067568]
392,347850500.0,83680000.0,101325.00000000001,1392.0,0.0,[0.],[251983.07107533]
393,347850500.0,83680000.0,101325.0,1393.0,0.0,[0.],[253294.35303249]
394,347850500.0,83680000.0,101325.0,1394.0,0.0,[0.],[254610.56268567]
395,347850500.0,83680000.0,101324.99999999999,1395.0,0.0,[0.],[255931.71008584]
396,347850500.0,83680000.0,101325.00000000001,1396.0,0.0,[0.],[257257.80527754]
397,347850500.0,83680000.0,101325.00000000001,1397.0,0.0,[0.],[258588.85829878]
398,347850500.0,83680000.0,101325.0,1398.0,0.0,[0.],[259924.87918102]
399,347850500.0,83680000.0,101325.0,1399.0,0.0,[0.],[261265.87794906]
400,347850500.0,83680000.0,101324.99999999999,1400.0,0.0,[0.],[262611.86462104]
401,347850500.0,83680000.0,101324.99999999999,1401.0,0.0,[0.],[263962.84920836]
402,347850500.0,83680000.0,101324.99999999999,1402.0,0.0,[0.],[265318.84171558]
403,347850500.0,83680000.0,101325.0,1403.0,0.0,[0.],[266679.85214046]
404,347850500.0,83680000.0,101324.99999999999,1404.0,0.0,[0.],[268045.89047379]
405,347850500.0,83680000.0,101324.99999999999,1405.0,0.0,[0.],[269416.96669942]
406,347850500.0,83680000.0,101325.0,1406.0,0.0,[0.],[270793.09079416]
407,347850500.0,83680000.0,101324.99999999999,1407.0,0.0,[0.],[272174.27272775]
408,347850500.0,83680000.0,101325.00000000001,1408.0,0.0,[0.],[273560.52246275]
409,347850500.0,83680000.0,101324.99999999999,1409.0,0.0,[0.],[274951.84995457]
410,347850500.0,83680000.0,101325.0,1410.0,0.0,[0.],[276348.26515133]
411,347850500.0,83680000.0,101325.0,1411.0,0.0,[0.],[277749.77799386]
412,347850500.0,83680000.0,101325.0,1412.0,0.0,[0.],[279156.39841561]
413,347850500.0,83680000.0,101325.00000000001,1413.0,0.0,[0.],[280568.13634263]
414,347850500.0,83680000.0,101324.99999999999,1414.0,0.0,[0.],[281985.00169348]
415,347850500.0,83680000.0,101325.0,1415.0,0.0,[0.],[283407.00437918]
416,347850500.0,83680000.0,101325.0,1416.0,0.0,[0.],[284834.15430318]
417,347850500.0,83680000.0,101325.0,1417.0,0.0,[0.],[286266.4613613]
418,347850500.0,83680000.0,101325.0,1418.0,0.0,[0.],[287703.93544163]
419,347850500.0,83680000.0,101325.0,1419.0,0.0,[0.],[289146.58642454]
420,347850500.0,83680000.0,101325.00000000001,1420.0,0.0,[0.],[290594.42418259]
421,347850500.0,83680000.0,101324.99999999999,1421.0,0.0,[0.],[292047.45858049]
422,347850500.0,83680000.0,101325.0,1422.0,0.0,[0.],[293505.69947501]
423,347850500.0,83680000.0,101325.00000000001,1423.0,0.0,[0.],[294969.156715]
424,347850500.0,83680000.0,101324.99999999999,1424.0,0.0,[0.],[296437.84014126]
425,347850500.0,83680000.0,101324.99999999999,1425.0,0.0,[0.],[297911.75958652]
426,347850500.0,83680000.0,101325.00000000001,1426.0,0.0,[0.],[299390.92487542]
427,347850500.0,83680000.0,101325.0,1427.0,0.0,[0.],[300875.34582437]
428,347850500.0,83680000.0,101325.0,1428.0,0.0,[0.],[302365.0322416]
429,347850500.0,83680000.0,101324.99999999999,1429.0,0.0,[0.],[303859.99392704]
430,347850500.0,83680000.0,101325.0,1430.0,0.0,[0.],[305360.24067228]
431,347850500.0,83680000.0,101325.00000000001,1431.0,0.0,[0.],[306865.78226053]
432,347850500.0,83680000.0,101324.99999999999,1432.0,0.0,[0.],[308376.62846656]
433,347850500.0,83680000.0,101325.00000000001,1433.0,0.0,[0.],[309892.78905667]
434,347850500.0,83680000.0,101324.99999999999,1434.0,0.0,[0.],[311414.27378859]
435,347850500.0,83680000.0,101325.00000000001,1435.0,0.0,[0.],[312941.09241149]
436,347850500.0,83680000.0,101325.00000000001,1436.0,0.0,[0.],[314473.25466586]
437,347850500.0,83680000.0,101325.0,1437.0,0.0,[0.],[316010.77028353]
438,347850500.0,83680000.0,101325.0,1438.0,0.0,[0.],[317553.64898757]
439,347850500.0,83680000.0,101325.00000000001,1439.0,0.0,[0.],[319101.90049226]
440,347850500.0,83680000.0,101325.0,1440.0,0.0,[0.],[320655.53450304]
441,347850500.0,83680000.0,101325.0,1441.0,0.0,[0.],[322214.56071644]
442,347850500.0,83680000.0,101325.0,1442.0,0.0,[0.],[323778.98882006]
443,347850500.0,83680000.0,101325.00000000001,1443.0,0.0,[0.],[325348.8284925]
444,347850500.0,83680000.0,101325.0,1444.0,0.0,[0.],[326924.08940332]
445,347850500.0,83680000.0,101325.0,1445.0,0.0,[0.],[328504.78121297]
446,347850500.0,83680000.0,101325.00000000001,1446.0,0.0,[0.],[330090.91357278]
447,347850500.0,83680000.0,101325.0,1447.0,0.0,[0.],[331682.49612489]
448,347850500.0,83680000.0,101324.99999999999,1448.0,0.0,[0.],[333279.53850217]
449,347850500.0,83680000.0,101325.0,1449.0,0.0,[0.],[334882.05032822]
450,347850500.0,83680000.0,101325.0,1450.0,0.0,[0.],[336490.04121732]
451,347850500.0,83680000.0,101324.99999999999,1451.0,0.0,[0.],[338103.52077434]
452,347850500.0,83680000.0,101325.00000000001,1452.0,0.0,[0.],[339722.49859471]
453,347850500.0,83680000.0,101324.99999999999,1453.0,0.0,[0.],[341346.98426442]
454,347850500.0,83680000.0,101325.0,1454.0,0.0,[0.],[342976.98735988]
455,347850500.0,83680000.0,101324.99999999999,1455.0,0.0,[0.],[344612.51744797]
456,347850500.0,83680000.0,101324.99999999999,1456.0,0.0,[0.],[346253.5840859]
457,347850500.0,83680000.0,101325.00000000001,1457.0,0.0,[0.],[347900.19682126]
458,347850500.0,83680000.0,101325.0,1458.0,0.0,[0.],[349552.36519188]
459,347850500.0,83680000.0,101325.00000000001,1459.0,0.0,[0.],[351210.09872585]
460,347850500.0,83680000.0,101325.0,1460.0,0.0,[0.],[352873.40694144]
461,347850500.0,83680000.0,101325.00000000003,1461.0,0.0,[0.],[354542.29934707]
462,347850500.0,83680000.0,101325.0,1462.0,0.0,[0.],[356216.78544125]
463,347850500.0,83680000.0,101324.99999999999,1463.0,0.0,[0.],[357896.87471254]
464,347850500.0,83680000.0,101324.99999999999,1464.0,0.0,[0.],[359582.57663953]
465,347850500.0,83680000.0,101325.00000000001,1465.0,0.0,[0.],[361273.90069072]
466,347850500.0,83680000.0,101324.99999999999,1466.0,0.0,[0.],[362970.85632458]
467,347850500.0,83680000.0,101324.99999999999,1467.0,0.0,[0.],[364673.45298941]
468,347850500.0,83680000.0,101325.00000000001,1468.0,0.0,[0.],[366381.70012336]
469,347850500.0,83680000.0,101324.99999999999,1469.0,0.0,[0.],[368095.60715434]
470,347850500.0,83680000.0,101325.0,1470.0,0.0,[0.],[369815.18350001]
471,347850500.0,83680000.0,101325.0,1471.0,0.0,[0.],[371540.43856771]
472,347850500.0,83680000.0,101325.0,1472.0,0.0,[0.],[373271.38175444]
473,347850500.0,83680000.0,101324.99999999999,1473.0,0.0,[0.],[375008.02244679]
474,347850500.0,83680000.0,101325.00000000001,1474.0,0.0,[0.],[376750.37002092]
475,347850500.0,83680000.0,101325.0,1475.0,0.0,[0.],[378498.43384248]
476,347850500.0,83680000.0,101325.00000000001,1476.0,0.0,[0.],[380252.22326664]
477,347850500.0,83680000.0,101325.00000000001,1477.0,0.0,[0.],[382011.74763795]
478,347850500.0,83680000.0,101325.0,1478.0,0.0,[0.],[383777.01629037]
479,347850500.0,83680000.0,101324.99999999999,1479.0,0.0,[0.],[385548.0385472]
480,347850500.0,83680000.0,101324.99999999999,1480.0,0.0,[0.],[387324.82372103]
481,347850500.0,83680000.0,101324.99999999999,1481.0,0.0,[0.],[389107.38111373]
482,347850500.0,83680000.0,101325.00000000001,1482.0,0.0,[0.],[390895.72001637]
483,347850500.0,83680000.0,101325.0,1483.0,0.0,[0.],[392689.84970919]
484,347850500.0,83680000.0,101325.0,1484.0,0.0,[0.],[394489.77946157]
485,347850500.0,83680000.0,101324.99999999999,1485.0,0.0,[0.],[396295.51853197]
486,347850500.0,83680000.0,101325.0,1486.0,0.0,[0.],[398107.0761679]
487,347850500.0,83680000.0,101325.00000000001,1487.0,0.0,[0.],[399924.4616059]
488,347850500.0,83680000.0,101325.0,1488.0,0.0,[0.],[401747.68407144]
489,347850500.0,83680000.0,101325.0,1489.0,0.0,[0.],[403576.75277894]
490,347850500.0,83680000.0,101325.00000000001,1490.0,0.0,[0.],[405411.6769317]
491,347850500.0,83680000.0,101325.00000000001,1491.0,0.0,[0.],[407252.46572184]
492,347850500.0,83680000.0,101325.0,1492.0,0.0,[0.],[409099.12833032]
493,347850500.0,83680000.0,101325.0,1493.0,0.0,[0.],[410951.67392684]
494,347850500.0,83680000.0,101325.0,1494.0,0.0,[0.],[412810.11166982]
495,347850500.0,83680000.0,101325.00000000001,1495.0,0.0,[0.],[414674.45070638]
496,347850500.0,83680000.0,101324.99999999999,1496.0,0.0,[0.],[416544.70017227]
497,347850500.0,83680000.0,101325.0,1497.0,0.0,[0.],[418420.86919184]
498,347850500.0,83680000.0,101325.00000000003,1498.0,0.0,[0.],[420302.96687803]
499,347850500.0,83680000.0,101325.0,1499.0,0.0,[0.],[422191.00233227]
500,347850500.0,83680000.0,101325.00000000001,1500.0,0.0,[0.],[424084.9846445]
501,347850500.0,83680000.0,101325.00000000001,1501.0,0.0,[0.],[425984.92289311]
502,347850500.0,83680000.0,101324.99999999999,1502.0,0.0,[0.],[427890.82614488]
503,347850500.0,83680000.0,101325.0,1503.0,0.0,[0.],[429802.70345498]
504,347850500.0,83680000.0,101325.0,1504.0,0.0,[0.],[431720.56386691]
505,347850500.0,83680000.0,101325.00000000001,1505.0,0.0,[0.],[433644.41641245]
506,347850500.0,83680000.0,101325.0,1506.0,0.0,[0.],[435574.27011165]
507,347850500.0,83680000.0,101325.0,1507.0,0.0,[0.],[437510.13397278]
508,347850500.0,83680000.0,101325.0,1508.0,0.0,[0.],[439452.0169923]
509,347850500.0,83680000.0,101325.00000000001,1509.0,0.0,[0.],[441399.92815479]
510,347850500.0,83680000.0,101325.0,1510.0,0.0,[0.],[443353.87643296]
511,347850500.0,83680000.0,101325.0,1511.0,0.0,[0.],[445313.87078758]
512,347850500.0,83680000.0,101325.0,1512.0,0.0,[0.],[447279.92016747]
513,347850500.0,83680000.0,101325.0,1513.0,0.0,[0.],[449252.03350943]
514,347850500.0,83680000.0,101325.0,1514.0,0.0,[0.],[451230.21973822]
515,347850500.0,83680000.0,101325.0,1515.0,0.0,[0.],[453214.48776656]
516,347850500.0,83680000.0,101325.0,1516.0,0.0,[0.],[455204.84649501]
517,347850500.0,83680000.0,101325.0,1517.0,0.0,[0.],[457201.30481202]
518,347850500.0,83680000.0,101325.00000000001,1518.0,0.0,[0.],[459203.87159385]
519,347850500.0,83680000.0,101324.99999999999,1519.0,0.0,[0.],[461212.55570454]
520,347850500.0,83680000.0,101325.0,1520.0,0.0,[0.],[463227.36599587]
521,347850500.0,83680000.0,101324.99999999999,1521.0,0.0,[0.],[465248.31130736]
522,347850500.0,83680000.0,101325.0,1522.0,0.0,[0.],[467275.40046617]
523,347850500.0,83680000.0,101325.00000000001,1523.0,0.0,[0.],[469308.64228714]
524,347850500.0,83680000.0,101324.99999999999,1524.0,0.0,[0.],[471348.04557269]
525,347850500.0,83680000.0,101325.0,1525.0,0.0,[0.],[473393.61911285]
526,347850500.0,83680000.0,101325.00000000001,1526.0,0.0,[0.],[475445.37168515]
527,347850500.0,83680000.0,101325.0,1527.0,0.0,[0.],[477503.31205465]
528,347850500.0,83680000.0,101325.0,1528.0,0.0,[0.],[479567.44897389]
529,347850500.0,83680000.0,101325.0,1529.0,0.0,[0.],[481637.79118283]
530,347850500.0,83680000.0,101325.00000000001,1530.0,0.0,[0.],[483714.34740886]
531,347850500.0,83680000.0,101325.00000000001,1531.0,0.0,[0.],[485797.12636672]
532,347850500.0,83680000.0,101325.00000000001,1532.0,0.0,[0.],[487886.1367585]
533,347850500.0,83680000.0,101325.0,1533.0,0.0,[0.],[489981.3872736]
534,347850500.0,83680000.0,101324.99999999999,1534.0,0.0,[0.],[492082.8865887]
535,347850500.0,83680000.0,101324.99999999999,1535.0,0.0,[0.],[494190.64336771]
536,347850500.0,83680000.0,101325.0,1536.0,0.0,[0.],[496304.66626176]
537,347850500.0,83680000.0,101325.00000000003,1537.0,0.0,[0.],[498424.96390916]
538,347850500.0,83680000.0,101325.00000000001,1538.0,0.0,[0.],[500551.54493534]
539,347850500.0,83680000.0,101325.00000000001,1539.0,0.0,[0.],[502684.41795289]
540,347850500.0,83680000.0,101325.0,1540.0,0.0,[0.],[504823.59156146]
541,347850500.0,83680000.0,101324.99999999999,1541.0,0.0,[0.],[506969.07434773]
542,347850500.0,83680000.0,101325.00000000001,1542.0,0.0,[0.],[509120.87488544]
543,347850500.0,83680000.0,101325.0,1543.0,0.0,[0.],[511279.0017353]
544,347850500.0,83680000.0,101325.00000000003,1544.0,0.0,[0.],[513443.46344498]
545,347850500.0,83680000.0,101325.0,1545.0,0.0,[0.],[515614.26854908]
546,347850500.0,83680000.0,101325.0,1546.0,0.0,[0.],[517791.42556909]
547,347850500.0,83680000.0,101325.00000000001,1547.0,0.0,[0.],[519974.94301338]
548,347850500.0,83680000.0,101325.0,1548.0,0.0,[0.],[522164.82937716]
549,347850500.0,83680000.0,101325.0,1549.0,0.0,[0.],[524361.09314243]
550,347850500.0,83680000.0,101325.0,1550.0,0.0,[0.],[526563.74277798]
551,347850500.0,83680000.0,101324.99999999999,1551.0,0.0,[0.],[528772.78673936]
552,347850500.0,83680000.0,101325.00000000001,1552.0,0.0,[0.],[530988.2334688]
553,347850500.0,83680000.0,101325.00000000003,1553.0,0.0,[0.],[533210.09139527]
554,347850500.0,83680000.0,101324.99999999999,1554.0,0.0,[0.],[535438.36893437]
555,347850500.0,83680000.0,101325.0,1555.0,0.0,[0.],[537673.07448832]
556,347850500.0,83680000.0,101324.99999999999,1556.0,0.0,[0.],[539914.21644599]
557,347850500.0,83680000.0,101325.00000000001,1557.0,0.0,[0.],[542161.80318277]
558,347850500.0,83680000.0,101325.00000000001,1558.0,0.0,[0.],[544415.84306064]
559,347850500.0,83680000.0,101325.0,1559.0,0.0,[0.],[546676.34442808]
560,347850500.0,83680000.0,101325.0,1560.0,0.0,[0.],[548943.31562005]
561,347850500.0,83680000.0,101325.0,1561.0,0.0,[0.],[551216.76495799]
562,347850500.0,83680000.0,101325.00000000001,1562.0,0.0,[0.],[553496.70074977]
563,347850500.0,83680000.0,101325.0,1563.0,0.0,[0.],[555783.13128967]
564,347850500.0,83680000.0,101325.00000000001,1564.0,0.0,[0.],[558076.06485833]
565,347850500.0,83680000.0,101325.0,1565.0,0.0,[0.],[560375.50972278]
566,347850500.0,83680000.0,101325.0,1566.0,0.0,[0.],[562681.47413633]
567,347850500.0,83680000.0,101325.0,1567.0,0.0,[0.],[564993.96633865]
568,347850500.0,83680000.0,101324.99999999999,1568.0,0.0,[0.],[567312.99455561]
569,347850500.0,83680000.0,101325.00000000001,1569.0,0.0,[0.],[569638.56699939]
570,347850500.0,83680000.0,101325.0,1570.0,0.0,[0.],[571970.69186836]
571,347850500.0,83680000.0,101325.00000000001,1571.0,0.0,[0.],[574309.37734707]
572,347850500.0,83680000.0,101325.0,1572.0,0.0,[0.],[576654.63160628]
573,347850500.0,83680000.0,101325.0,1573.0,0.0,[0.],[579006.46280286]
574,347850500.0,83680000.0,101324.99999999999,1574.0,0.0,[0.],[581364.8790798]
575,347850500.0,83680000.0,101325.00000000001,1575.0,0.0,[0.],[583729.8885662]
576,347850500.0,83680000.0,101324.99999999999,1576.0,0.0,[0.],[586101.4993772]
577,347850500.0,83680000.0,101325.0,1577.0,0.0,[0.],[588479.71961401]
578,347850500.0,83680000.0,101325.00000000001,1578.0,0.0,[0.],[590864.55736382]
579,347850500.0,83680000.0,101324.99999999999,1579.0,0.0,[0.],[593256.02069986]
580,347850500.0,83680000.0,101325.00000000001,1580.0,0.0,[0.],[595654.11768128]
581,347850500.0,83680000.0,101324.99999999999,1581.0,0.0,[0.],[598058.8563532]
582,347850500.0,83680000.0,101325.00000000001,1582.0,0.0,[0.],[600470.24474665]
583,347850500.0,83680000.0,101325.00000000001,1583.0,0.0,[0.],[602888.29087856]
584,347850500.0,83680000.0,101325.0,1584.0,0.0,[0.],[605313.00275172]
585,347850500.0,83680000.0,101325.00000000001,1585.0,0.0,[0.],[607744.38835479]
586,347850500.0,83680000.0,101325.0,1586.0,0.0,[0.],[610182.45566223]
587,347850500.0,83680000.0,101325.00000000001,1587.0,0.0,[0.],[612627.2126343]
588,347850500.0,83680000.0,101325.0,1588.0,0.0,[0.],[615078.66721705]
589,347850500.0,83680000.0,101325.0,1589.0,0.0,[0.],[617536.82734228]
590,347850500.0,83680000.0,101325.0,1590.0,0.0,[0.],[620001.70092753]
591,347850500.0,83680000.0,101324.99999999999,1591.0,0.0,[0.],[622473.29587602]
592,347850500.0,83680000.0,101325.00000000001,1592.0,0.0,[0.],[624951.62007669]
593,347850500.0,83680000.0,101325.0,1593.0,0.0,[0.],[627436.68140411]
594,347850500.0,83680000.0,101325.00000000001,1594.0,0.0,[0.],[629928.48771854]
595,347850500.0,83680000.0,101325.0,1595.0,0.0,[0.],[632427.0468658]
596,347850500.0,83680000.0,101325.0,1596.0,0.0,[0.],[634932.36667734]
597,347850500.0,83680000.0,101325.0,1597.0,0.0,[0.],[637444.4549702]
598,347850500.0,83680000.0,101325.0,1598.0,0.0,[0.],[639963.31954694]
599,347850500.0,83680000.0,101325.00000000001,1599.0,0.0,[0.],[642488.96819567]
600,347850500.0,83680000.0,101325.0,1600.0,0.0,[0.],[645021.40869001]
601,347850500.0,83680000.0,101325.00000000001,1601.0,0.0,[0.],[647560.64878908]
602,347850500.0,83680000.0,101325.0,1602.0,0.0,[0.],[650106.69623746]
603,347850500.0,83680000.0,101325.0,1603.0,0.0,[0.],[652659.55876517]
604,347850500.0,83680000.0,101325.0,1604.0,0.0,[0.],[655219.24408767]
605,347850500.0,83680000.0,101325.0,1605.0,0.0,[0.],[657785.75990584]
606,347850500.0,83680000.0,101325.0,1606.0,0.0,[0.],[660359.11390591]
607,347850500.0,83680000.0,101324.99999999999,1607.0,0.0,[0.],[662939.31375952]
608,347850500.0,83680000.0,101325.0,1608.0,0.0,[0.],[665526.36712364]
609,347850500.0,83680000.0,101325.0,1609.0,0.0,[0.],[668120.28164055]
610,347850500.0,83680000.0,101325.0,1610.0,0.0,[0.],[670721.06493787]
611,347850500.0,83680000.0,101324.99999999999,1611.0,0.0,[0.],[673328.72462849]
612,347850500.0,83680000.0,101325.0,1612.0,0.0,[0.],[675943.26831057]
613,347850500.0,83680000.0,101324.99999999999,1613.0,0.0,[0.],[678564.70356753]
614,347850500.0,83680000.0,101325.0,1614.0,0.0,[0.],[681193.03796801]
615,347850500.0,83680000.0,101325.0,1615.0,0.0,[0.],[683828.27906587]
616,347850500.0,83680000.0,101324.99999999999,1616.0,0.0,[0.],[686470.43440017]
617,347850500.0,83680000.0,101325.0,1617.0,0.0,[0.],[689119.51149513]
618,347850500.0,83680000.0,101325.0,1618.0,0.0,[0.],[691775.51786013]
619,347850500.0,83680000.0,101325.0,1619.0,0.0,[0.],[694438.46098971]
620,347850500.0,83680000.0,101324.99999999999,1620.0,0.0,[0.],[697108.3483635]
621,347850500.0,83680000.0,101325.0,1621.0,0.0,[0.],[699785.18744626]
622,347850500.0,83680000.0,101325.00000000001,1622.0,0.0,[0.],[702468.98568781]
623,347850500.0,83680000.0,101324.99999999999,1623.0,0.0,[0.],[705159.75052307]
624,347850500.0,83680000.0,101325.0,1624.0,0.0,[0.],[707857.48937197]
625,347850500.0,83680000.0,101325.0,1625.0,0.0,[0.],[710562.20963951]
626,347850500.0,83680000.0,101325.0,1626.0,0.0,[0.],[713273.91871569]
627,347850500.0,83680000.0,101325.0,1627.0,0.0,[0.],[715992.6239755]
628,347850500.0,83680000.0,101325.0,1628.0,0.0,[0.],[718718.33277893]
629,347850500.0,83680000.0,101324.99999999999,1629.0,0.0,[0.],[721451.05247093]
630,347850500.0,83680000.0,101324.99999999999,1630.0,0.0,[0.],[724190.79038138]
631,347850500.0,83680000.0,101325.00000000001,1631.0,0.0,[0.],[726937.55382514]
632,347850500.0,83680000.0,101325.0,1632.0,0.0,[0.],[729691.35010193]
633,347850500.0,83680000.0,101325.0,1633.0,0.0,[0.],[732452.18649641]
634,347850500.0,83680000.0,101325.0,1634.0,0.0,[0.],[735220.07027811]
635,347850500.0,83680000.0,101325.0,1635.0,0.0,[0.],[737995.00870143]
636,347850500.0,83680000.0,101325.0,1636.0,0.0,[0.],[740777.00900562]
637,347850500.0,83680000.0,101325.0,1637.0,0.0,[0.],[743566.07841477]
638,347850500.0,83680000.0,101325.0,1638.0,0.0,[0.],[746362.22413781]
639,347850500.0,83680000.0,101324.99999999999,1639.0,0.0,[0.],[749165.45336845]
640,347850500.0,83680000.0,101325.00000000001,1640.0,0.0,[0.],[751975.77328521]
641,347850500.0,83680000.0,101325.0,1641.0,0.0,[0.],[754793.19105137]
642,347850500.0,83680000.0,101325.00000000001,1642.0,0.0,[0.],[757617.71381501]
643,347850500.0,83680000.0,101325.0,1643.0,0.0,[0.],[760449.34870891]
644,347850500.0,83680000.0,101325.0,1644.0,0.0,[0.],[763288.10285062]
645,347850500.0,83680000.0,101325.00000000001,1645.0,0.0,[0.],[766133.9833424]
646,347850500.0,83680000.0,101325.00000000001,1646.0,0.0,[0.],[768986.9972712]
647,347850500.0,83680000.0,101325.0,1647.0,0.0,[0.],[771847.15170869]
648,347850500.0,83680000.0,101325.0,1648.0,0.0,[0.],[774714.4537112]
649,347850500.0,83680000.0,101325.00000000001,1649.0,0.0,[0.],[777588.91031973]
650,347850500.0,83680000.0,101325.0,1650.0,0.0,[0.],[780470.52855992]
651,347850500.0,83680000.0,101325.0,1651.0,0.0,[0.],[783359.31544206]
652,347850500.0,83680000.0,101324.99999999999,1652.0,0.0,[0.],[786255.27796106]
