,A,Ea,P [Pa],T [K],b,kb,kf
333,347850500.0,83680000.0,101324.99999999999,733.0,0.0,[0.],[378.7484639]
334,347850500.0,83680000.0,101325.00000000001,734.0,0.0,[0.],[385.90012142]
335,347850500.0,83680000.0,101325.0,735.0,0.0,[0.],[393.1668057]
336,347850500.0,83680000.0,101325.0,736.0,0.0,[0.],[400.55001915]
337,347850500.0,83680000.0,101325.00000000001,737.0,0.0,[0.],[408.05127867]
338,347850500.0,83680000.0,101325.00000000001,738.0,0.0,[0.],[415.67211575]
339,347850500.0,83680000.0,101325.0,739.0,0.0,[0.],[423.41407654]
340,347850500.0,83680000.0,101324.99999999999,740.0,0.0,[0.],[431.27872195]
341,347850500.0,83680000.0,101325.00000000001,741.0,0.0,[0.],[439.26762769]
342,347850500.0,83680000.0,101325.0,742.0,0.0,[0.],[447.38238439]
343,347850500.0,83680000.0,101325.0,743.0,0.0,[0.],[455.62459762]
344,347850500.0,83680000.0,101325.0,744.0,0.0,[0.],[463.99588805]
345,347850500.0,83680000.0,101325.00000000001,745.0,0.0,[0.],[472.49789146]
346,347850500.0,83680000.0,101325.0,746.0,0.0,[0.],[481.13225883]
347,347850500.0,83680000.0,101325.0,747.0,0.0,[0.],[489.90065645]
348,347850500.0,83680000.0,101324.99999999999,748.0,0.0,[0.],[498.80476596]
349,347850500.0,83680000.0,101325.00000000003,749.0,0.0,[0.],[507.84628444]
350,347850500.0,83680000.0,101325.00000000001,750.0,0.0,[0.],[517.0269245]
351,347850500.0,83680000.0,101324.99999999999,751.0,0.0,[0.],[526.34841433]
352,347850500.0,83680000.0,101325.0,752.0,0.0,[0.],[535.8124978]
353,347850500.0,83680000.0,101325.0,753.0,0.0,[0.],[545.42093452]
354,347850500.0,83680000.0,101325.0,754.0,0.0,[0.],[555.17549993]
355,347850500.0,83680000.0,101325.0,755.0,0.0,[0.],[565.07798536]
356,347850500.0,83680000.0,101325.0,756.0,0.0,[0.],[575.13019813]
357,347850500.0,83680000.0,101325.0,757.0,0.0,[0.],[585.33396159]
358,347850500.0,83680000.0,101325.0,758.0,0.0,[0.],[595.69111521]
359,347850500.0,83680000.0,101325.00000000001,759.0,0.0,[0.],[606.20351469]
360,347850500.0,83680000.0,101325.0,760.0,0.0,[0.],[616.87303197]
361,347850500.0,83680000.0,101325.0,761.0,0.0,[0.],[627.70155535]
362,347850500.0,83680000.0,101324.99999999999,762.0,0.0,[0.],[638.69098956]
363,347850500.0,83680000.0,101325.00000000001,763.0,0.0,[0.],[649.84325581]
364,347850500.0,83680000.0,101325.0,764.0,0.0,[0.],[661.16029189]
365,347850500.0,83680000.0,101325.00000000001,765.0,0.0,[0.],[672.64405223]
366,347850500.0,83680000.0,101325.00000000001,766.0,0.0,[0.],[684.29650796]
367,347850500.0,83680000.0,101324.99999999999,767.0,0.0,[0.],[696.11964701]
368,347850500.0,83680000.0,101325.0,768.0,0.0,[0.],[708.11547419]
369,347850500.0,83680000.0,101325.00000000001,769.0,0.0,[0.],[720.28601119]
370,347850500.0,83680000.0,101325.0,770.0,0.0,[0.],[732.63329677]
371,347850500.0,83680000.0,101325.00000000001,771.0,0.0,[0.],[745.1593867]
372,347850500.0,83680000.0,101325.00000000003,772.0,0.0,[0.],[757.86635395]
373,347850500.0,83680000.0,101325.0,773.0,0.0,[0.],[770.75628867]
374,347850500.0,83680000.0,101325.0,774.0,0.0,[0.],[783.83129833]
375,347850500.0,83680000.0,101325.0,775.0,0.0,[0.],[797.09350772]
376,347850500.0,83680000.0,101325.00000000001,776.0,0.0,[0.],[810.54505911]
377,347850500.0,83680000.0,101324.99999999999,777.0,0.0,[0.],[824.18811221]
378,347850500.0,83680000.0,101324.99999999999,778.0,0.0,[0.],[838.02484435]
379,347850500.0,83680000.0,101325.00000000001,779.0,0.0,[0.],[852.05745047]
380,347850500.0,83680000.0,101325.0,780.0,0.0,[0.],[866.28814322]
381,347850500.0,83680000.0,101325.00000000001,781.0,0.0,[0.],[880.71915303]
382,347850500.0,83680000.0,101325.00000000001,782.0,0.0,[0.],[895.35272816]
383,347850500.0,83680000.0,101325.0,783.0,0.0,[0.],[910.1911348]
384,347850500.0,83680000.0,101324.99999999999,784.0,0.0,[0.],[925.2366571]
385,347850500.0,83680000.0,101325.0,785.0,0.0,[0.],[940.49159727]
386,347850500.0,83680000.0,101325.0,786.0,0.0,[0.],[955.95827562]
387,347850500.0,83680000.0,101324.99999999999,787.0,0.0,[0.],[971.63903064]
388,347850500.0,83680000.0,101324.99999999999,788.0,0.0,[0.],[987.53621907]
389,347850500.0,83680000.0,101325.00000000001,789.0,0.0,[0.],[1003.65221596]
390,347850500.0,83680000.0,101325.00000000001,790.0,0.0,[0.],[1019.98941474]
391,347850500.0,83680000.0,101325.00000000001,791.0,0.0,[0.],[1036.55022726]
392,347850500.0,83680000.0,101325.0,792.0,0.0,[0.],[1053.33708389]
393,347850500.0,83680000.0,101325.0,793.0,0.0,[0.],[1070.35243358]
394,347850500.0,83680000.0,101325.0,794.0,0.0,[0.],[1087.5987439]
395,347850500.0,83680000.0,101325.0,795.0,0.0,[0.],[1105.07850112]
396,347850500.0,83680000.0,101325.00000000001,796.0,0.0,[0.],[1122.79421026]
397,347850500.0,83680000.0,101325.00000000001,797.0,0.0,[0.],[1140.74839519]
398,347850500.0,83680000.0,101325.0,798.0,0.0,[0.],[1158.94359863]
399,347850500.0,83680000.0,101325.0,799.0,0.0,[0.],[1177.38238227]
400,347850500.0,83680000.0,101325.0,800.0,0.0,[0.],[1196.06732682]
401,347850500.0,83680000.0,101325.0,801.0,0.0,[0.],[1215.00103203]
402,347850500.0,83680000.0,101325.0,802.0,0.0,[0.],[1234.1861168]
403,347850500.0,83680000.0,101325.0,803.0,0.0,[0.],[1253.62521922]
404,347850500.0,83680000.0,101325.0,804.0,0.0,[0.],[1273.32099663]
405,347850500.0,83680000.0,101325.0,805.0,0.0,[0.],[1293.27612567]
406,347850500.0,83680000.0,101325.0,806.0,0.0,[0.],[1313.49330237]
407,347850500.0,83680000.0,101325.0,807.0,0.0,[0.],[1333.97524217]
408,347850500.0,83680000.0,101324.99999999999,808.0,0.0,[0.],[1354.72468001]
409,347850500.0,83680000.0,101325.0,809.0,0.0,[0.],[1375.74437039]
410,347850500.0,83680000.0,101324.99999999999,810.0,0.0,[0.],[1397.03708736]
411,347850500.0,83680000.0,101325.00000000001,811.0,0.0,[0.],[1418.6056247]
412,347850500.0,83680000.0,101325.0,812.0,0.0,[0.],[1440.45279584]
413,347850500.0,83680000.0,101325.0,813.0,0.0,[0.],[1462.58143404]
414,347850500.0,83680000.0,101325.0,814.0,0.0,[0.],[1484.99439234]
415,347850500.0,83680000.0,101324.99999999999,815.0,0.0,[0.],[1507.6945437]
416,347850500.0,83680000.0,101325.0,816.0,0.0,[0.],[1530.684781]
417,347850500.0,83680000.0,101325.0,817.0,0.0,[0.],[1553.96801712]
418,347850500.0,83680000.0,101325.0,818.0,0.0,[0.],[1577.54718499]
419,347850500.0,83680000.0,101325.0,819.0,0.0,[0.],[1601.42523762]
420,347850500.0,83680000.0,101325.00000000001,820.0,0.0,[0.],[1625.60514821]
421,347850500.0,83680000.0,101325.00000000001,821.0,0.0,[0.],[1650.08991014]
422,347850500.0,83680000.0,101325.0,822.0,0.0,[0.],[1674.88253705]
423,347850500.0,83680000.0,101325.00000000001,823.0,0.0,[0.],[1699.9860629]
424,347850500.0,83680000.0,101325.0,824.0,0.0,[0.],[1725.40354201]
425,347850500.0,83680000.0,101325.0,825.0,0.0,[0.],[1751.13804911]
426,347850500.0,83680000.0,101324.99999999999,826.0,0.0,[0.],[1777.19267939]
427,347850500.0,83680000.0,101325.0,827.0,0.0,[0.],[1803.57054856]
428,347850500.0,83680000.0,101325.0,828.0,0.0,[0.],[1830.27479289]
429,347850500.0,83680000.0,101325.00000000001,829.0,0.0,[0.],[1857.30856927]
430,347850500.0,83680000.0,101325.0,830.0,0.0,[0.],[1884.67505522]
431,347850500.0,83680000.0,101325.0,831.0,0.0,[0.],[1912.37744901]
432,347850500.0,83680000.0,101325.0,832.0,0.0,[0.],[1940.41896963]
433,347850500.0,83680000.0,101325.0,833.0,0.0,[0.],[1968.80285689]
434,347850500.0,83680000.0,101325.00000000001,834.0,0.0,[0.],[1997.53237144]
435,347850500.0,83680000.0,101325.00000000001,835.0,0.0,[0.],[2026.61079484]
436,347850500.0,83680000.0,101325.0,836.0,0.0,[0.],[2056.04142957]
437,347850500.0,83680000.0,101325.0,837.0,0.0,[0.],[2085.82759911]
438,347850500.0,83680000.0,101325.0,838.0,0.0,[0.],[2115.97264798]
439,347850500.0,83680000.0,101325.0,839.0,0.0,[0.],[2146.47994174]
440,347850500.0,83680000.0,101324.99999999999,840.0,0.0,[0.],[2177.3528671]
441,347850500.0,83680000.0,101325.0,841.0,0.0,[0.],[2208.59483193]
442,347850500.0,83680000.0,101325.0,842.0,0.0,[0.],[2240.20926527]
443,347850500.0,83680000.0,101325.0,843.0,0.0,[0.],[2272.19961745]
444,347850500.0,83680000.0,101325.00000000001,844.0,0.0,[0.],[2304.56936005]
445,347850500.0,83680000.0,101325.00000000001,845.0,0.0,[0.],[2337.32198601]
446,347850500.0,83680000.0,101325.0,846.0,0.0,[0.],[2370.46100963]
447,347850500.0,83680000.0,101325.0,847.0,0.0,[0.],[2403.98996659]
448,347850500.0,83680000.0,101325.0,848.0,0.0,[0.],[2437.91241407]
449,347850500.0,83680000.0,101324.99999999999,849.0,0.0,[0.],[2472.23193069]
450,347850500.0,83680000.0,101325.0,850.0,0.0,[0.],[2506.95211663]
451,347850500.0,83680000.0,101325.00000000001,851.0,0.0,[0.],[2542.07659361]
452,347850500.0,83680000.0,101325.0,852.0,0.0,[0.],[2577.60900498]
453,347850500.0,83680000.0,101325.0,853.0,0.0,[0.],[2613.55301571]
454,347850500.0,83680000.0,101324.99999999999,854.0,0.0,[0.],[2649.91231243]
455,347850500.0,83680000.0,101325.0,855.0,0.0,[0.],[2686.69060352]
456,347850500.0,83680000.0,101325.0,856.0,0.0,[0.],[2723.89161908]
457,347850500.0,83680000.0,101325.0,857.0,0.0,[0.],[2761.519111]
458,347850500.0,83680000.0,101325.0,858.0,0.0,[0.],[2799.57685298]
459,347850500.0,83680000.0,101325.0,859.0,0.0,[0.],[2838.06864058]
460,347850500.0,83680000.0,101325.0,860.0,0.0,[0.],[2876.99829124]
461,347850500.0,83680000.0,101324.99999999999,861.0,0.0,[0.],[2916.36964432]
462,347850500.0,83680000.0,101324.99999999999,862.0,0.0,[0.],[2956.18656111]
463,347850500.0,83680000.0,101325.0,863.0,0.0,[0.],[2996.4529249]
464,347850500.0,83680000.0,101324.99999999999,864.0,0.0,[0.],[3037.17264099]
465,347850500.0,83680000.0,101325.0,865.0,0.0,[0.],[3078.34963672]
466,347850500.0,83680000.0,101325.0,866.0,0.0,[0.],[3119.98786149]
467,347850500.0,83680000.0,101325.00000000001,867.0,0.0,[0.],[3162.09128682]
468,347850500.0,83680000.0,101325.00000000001,868.0,0.0,[0.],[3204.66390636]
469,347850500.0,83680000.0,101325.0,869.0,0.0,[0.],[3247.7097359]
470,347850500.0,83680000.0,101325.0,870.0,0.0,[0.],[3291.23281344]
471,347850500.0,83680000.0,101324.99999999999,871.0,0.0,[0.],[3335.23719919]
472,347850500.0,83680000.0,101325.0,872.0,0.0,[0.],[3379.72697559]
473,347850500.0,83680000.0,101325.0,873.0,0.0,[0.],[3424.70624737]
474,347850500.0,83680000.0,101325.00000000001,874.0,0.0,[0.],[3470.17914153]
475,347850500.0,83680000.0,101325.0,875.0,0.0,[0.],[3516.14980741]
476,347850500.0,83680000.0,101325.0,876.0,0.0,[0.],[3562.62241669]
477,347850500.0,83680000.0,101325.0,877.0,0.0,[0.],[3609.60116341]
478,347850500.0,83680000.0,101325.0,878.0,0.0,[0.],[3657.090264]
479,347850500.0,83680000.0,101325.0,879.0,0.0,[0.],[3705.09395734]
480,347850500.0,83680000.0,101325.0,880.0,0.0,[0.],[3753.6165047]
481,347850500.0,83680000.0,101325.00000000001,881.0,0.0,[0.],[3802.66218983]
482,347850500.0,83680000.0,101325.0,882.0,0.0,[0.],[3852.23531899]
483,347850500.0,83680000.0,101325.00000000001,883.0,0.0,[0.],[3902.34022089]
484,347850500.0,83680000.0,101325.0,884.0,0.0,[0.],[3952.98124681]
485,347850500.0,83680000.0,101325.0,885.0,0.0,[0.],[4004.16277055]
486,347850500.0,83680000.0,101324.99999999999,886.0,0.0,[0.],[4055.88918848]
487,347850500.0,83680000.0,101325.0,887.0,0.0,[0.],[4108.16491953]
488,347850500.0,83680000.0,101325.0,888.0,0.0,[0.],[4160.99440528]
489,347850500.0,83680000.0,101325.0,889.0,0.0,[0.],[4214.38210986]
490,347850500.0,83680000.0,101325.00000000001,890.0,0.0,[0.],[4268.3325201]
491,347850500.0,83680000.0,101325.0,891.0,0.0,[0.],[4322.85014543]
492,347850500.0,83680000.0,101325.0,892.0,0.0,[0.],[4377.93951798]
493,347850500.0,83680000.0,101324.99999999999,893.0,0.0,[0.],[4433.60519255]
494,347850500.0,83680000.0,101325.0,894.0,0.0,[0.],[4489.85174663]
495,347850500.0,83680000.0,101325.0,895.0,0.0,[0.],[4546.68378043]
496,347850500.0,83680000.0,101325.00000000001,896.0,0.0,[0.],[4604.1059169]
497,347850500.0,83680000.0,101325.0,897.0,0.0,[0.],[4662.1228017]
498,347850500.0,83680000.0,101325.00000000001,898.0,0.0,[0.],[4720.73910325]
499,347850500.0,83680000.0,101325.00000000001,899.0,0.0,[0.],[4779.95951276]
500,347850500.0,83680000.0,101325.0,900.0,0.0,[0.],[4839.78874419]
501,347850500.0,83680000.0,101325.0,901.0,0.0,[0.],[4900.23153429]
502,347850500.0,83680000.0,101325.00000000001,902.0,0.0,[0.],[4961.29264261]
503,347850500.0,83680000.0,101325.0,903.0,0.0,[0.],[5022.9768515]
504,347850500.0,83680000.0,101325.0,904.0,0.0,[0.],[5085.28896615]
505,347850500.0,83680000.0,101325.0,905.0,0.0,[0.],[5148.23381455]
506,347850500.0,83680000.0,101325.0,906.0,0.0,[0.],[5211.81624753]
507,347850500.0,83680000.0,101325.00000000001,907.0,0.0,[0.],[5276.04113877]
508,347850500.0,83680000.0,101325.0,908.0,0.0,[0.],[5340.9133848]
509,347850500.0,83680000.0,101325.00000000001,909.0,0.0,[0.],[5406.437905]
510,347850500.0,83680000.0,101325.0,910.0,0.0,[0.],[5472.6196416]
511,347850500.0,83680000.0,101324.99999999999,911.0,0.0,[0.],[5539.46355973]
512,347850500.0,83680000.0,101325.0,912.0,0.0,[0.],[5606.97464735]
513,347850500.0,83680000.0,101325.0,913.0,0.0,[0.],[5675.15791534]
514,347850500.0,83680000.0,101325.0,914.0,0.0,[0.],[5744.01839742]
515,347850500.0,83680000.0,101324.99999999999,915.0,0.0,[0.],[5813.56115023]
516,347850500.0,83680000.0,101325.0,916.0,0.0,[0.],[5883.79125329]
517,347850500.0,83680000.0,101325.0,917.0,0.0,[0.],[5954.71380898]
518,347850500.0,83680000.0,101324.99999999999,918.0,0.0,[0.],[6026.33394261]
519,347850500.0,83680000.0,101325.00000000001,919.0,0.0,[0.],[6098.65680236]
520,347850500.0,83680000.0,101325.00000000001,920.0,0.0,[0.],[6171.68755932]
521,347850500.0,83680000.0,101325.00000000001,921.0,0.0,[0.],[6245.43140745]
522,347850500.0,83680000.0,101325.0,922.0,0.0,[0.],[6319.89356362]
523,347850500.0,83680000.0,101325.0,923.0,0.0,[0.],[6395.0792676]
524,347850500.0,83680000.0,101325.0,924.0,0.0,[0.],[6470.99378203]
525,347850500.0,83680000.0,101325.0,925.0,0.0,[0.],[6547.64239246]
526,347850500.0,83680000.0,101325.0,926.0,0.0,[0.],[6625.0304073]
527,347850500.0,83680000.0,101324.99999999999,927.0,0.0,[0.],[6703.16315787]
528,347850500.0,83680000.0,101325.0,928.0,0.0,[0.],[6782.04599835]
529,347850500.0,83680000.0,101325.0,929.0,0.0,[0.],[6861.68430582]
530,347850500.0,83680000.0,101325.0,930.0,0.0,[0.],[6942.0834802]
531,347850500.0,83680000.0,101325.0,931.0,0.0,[0.],[7023.24894429]
532,347850500.0,83680000.0,101325.0,932.0,0.0,[0.],[7105.18614376]
533,347850500.0,83680000.0,101325.0,933.0,0.0,[0.],[7187.90054711]
534,347850500.0,83680000.0,101324.99999999999,934.0,0.0,[0.],[7271.39764571]
535,347850500.0,83680000.0,101325.00000000001,935.0,0.0,[0.],[7355.68295376]
536,347850500.0,83680000.0,101325.00000000001,936.0,0.0,[0.],[7440.76200829]
537,347850500.0,83680000.0,101325.0,937.0,0.0,[0.],[7526.64036914]
538,347850500.0,83680000.0,101325.0,938.0,0.0,[0.],[7613.323619]
539,347850500.0,83680000.0,101325.0,939.0,0.0,[0.],[7700.81736333]
540,347850500.0,83680000.0,101325.00000000001,940.0,0.0,[0.],[7789.12723039]
541,347850500.0,83680000.0,101325.0,941.0,0.0,[0.],[7878.25887125]
542,347850500.0,83680000.0,101325.0,942.0,0.0,[0.],[7968.21795971]
543,347850500.0,83680000.0,101325.00000000001,943.0,0.0,[0.],[8059.01019238]
544,347850500.0,83680000.0,101325.00000000001,944.0,0.0,[0.],[8150.64128857]
545,347850500.0,83680000.0,101324.99999999999,945.0,0.0,[0.],[8243.11699037]
546,347850500.0,83680000.0,101324.99999999999,946.0,0.0,[0.],[8336.44306256]
547,347850500.0,83680000.0,101324.99999999999,947.0,0.0,[0.],[8430.62529265]
548,347850500.0,83680000.0,101325.0,948.0,0.0,[0.],[8525.66949084]
549,347850500.0,83680000.0,101324.99999999999,949.0,0.0,[0.],[8621.58149001]
550,347850500.0,83680000.0,101324.99999999999,950.0,0.0,[0.],[8718.36714571]
551,347850500.0,83680000.0,101325.00000000001,951.0,0.0,[0.],[8816.03233612]
552,347850500.0,83680000.0,101325.0,952.0,0.0,[0.],[8914.58296209]
553,347850500.0,83680000.0,101325.0,953.0,0.0,[0.],[9014.02494706]
554,347850500.0,83680000.0,101325.00000000001,954.0,0.0,[0.],[9114.36423706]
555,347850500.0,83680000.0,101325.0,955.0,0.0,[0.],[9215.60680074]
556,347850500.0,83680000.0,101325.0,956.0,0.0,[0.],[9317.75862929]
557,347850500.0,83680000.0,101324.99999999999,957.0,0.0,[0.],[9420.82573643]
558,347850500.0,83680000.0,101325.0,958.0,0.0,[0.],[9524.81415843]
559,347850500.0,83680000.0,101325.0,959.0,0.0,[0.],[9629.72995406]
560,347850500.0,83680000.0,101324.99999999999,960.0,0.0,[0.],[9735.57920458]
561,347850500.0,83680000.0,101325.0,961.0,0.0,[0.],[9842.36801369]
562,347850500.0,83680000.0,101325.00000000001,962.0,0.0,[0.],[9950.10250756]
563,347850500.0,83680000.0,101324.99999999999,963.0,0.0,[0.],[10058.78883477]
564,347850500.0,83680000.0,101325.0,964.0,0.0,[0.],[10168.4331663]
565,347850500.0,83680000.0,101325.0,965.0,0.0,[0.],[10279.04169552]
566,347850500.0,83680000.0,101325.0,966.0,0.0,[0.],[10390.62063812]
567,347850500.0,83680000.0,101325.0,967.0,0.0,[0.],[10503.17623216]
568,347850500.0,83680000.0,101325.00000000001,968.0,0.0,[0.],[10616.71473796]
569,347850500.0,83680000.0,101325.00000000001,969.0,0.0,[0.],[10731.24243817]
570,347850500.0,83680000.0,101325.0,970.0,0.0,[0.],[10846.76563766]
571,347850500.0,83680000.0,101325.0,971.0,0.0,[0.],[10963.29066354]
572,347850500.0,83680000.0,101325.0,972.0,0.0,[0.],[11080.82386512]
573,347850500.0,83680000.0,101325.0,973.0,0.0,[0.],[11199.37161389]
574,347850500.0,83680000.0,101325.0,974.0,0.0,[0.],[11318.94030349]
575,347850500.0,83680000.0,101325.0,975.0,0.0,[0.],[11439.53634968]
576,347850500.0,83680000.0,101325.00000000003,976.0,0.0,[0.],[11561.16619031]
577,347850500.0,83680000.0,101325.0,977.0,0.0,[0.],[11683.8362853]
578,347850500.0,83680000.0,101325.0,978.0,0.0,[0.],[11807.5531166]
579,347850500.0,83680000.0,101325.0,979.0,0.0,[0.],[11932.32318817]
580,347850500.0,83680000.0,101325.0,980.0,0.0,[0.],[12058.15302595]
581,347850500.0,83680000.0,101325.0,981.0,0.0,[0.],[12185.04917781]
582,347850500.0,83680000.0,101325.0,982.0,0.0,[0.],[12313.01821356]
583,347850500.0,83680000.0,101325.0,983.0,0.0,[0.],[12442.06672487]
584,347850500.0,83680000.0,101324.99999999999,984.0,0.0,[0.],[12572.20132528]
585,347850500.0,83680000.0,101325.0,985.0,0.0,[0.],[12703.42865013]
586,347850500.0,83680000.0,101324.99999999999,986.0,0.0,[0.],[12835.75535656]
587,347850500.0,83680000.0,101325.0,987.0,0.0,[0.],[12969.18812345]
588,347850500.0,83680000.0,101325.00000000001,988.0,0.0,[0.],[13103.73365142]
589,347850500.0,83680000.0,101325.0,989.0,0.0,[0.],[13239.39866275]
590,347850500.0,83680000.0,101325.00000000001,990.0,0.0,[0.],[13376.1899014]
591,347850500.0,83680000.0,101325.0,991.0,0.0,[0.],[13514.11413291]
592,347850500.0,83680000.0,101325.00000000001,992.0,0.0,[0.],[13653.17814443]
593,347850500.0,83680000.0,101324.99999999999,993.0,0.0,[0.],[13793.38874464]
594,347850500.0,83680000.0,101325.0,994.0,0.0,[0.],[13934.75276372]
595,347850500.0,83680000.0,101324.99999999999,995.0,0.0,[0.],[14077.27705334]
596,347850500.0,83680000.0,101324.99999999999,996.0,0.0,[0.],[14220.96848659]
597,347850500.0,83680000.0,101325.0,997.0,0.0,[0.],[14365.83395796]
598,347850500.0,83680000.0,101325.0,998.0,0.0,[0.],[14511.8803833]
599,347850500.0,83680000.0,101325.0,999.0,0.0,[0.],[14659.11469976]
600,347850500.0,83680000.0,101325.0,1000.0,0.0,[0.],[14807.5438658]
601,347850500.0,83680000.0,101325.0,1001.0,0.0,[0.],[14957.17486109]
602,347850500.0,83680000.0,101325.00000000001,1002.0,0.0,[0.],[15108.01468653]
603,347850500.0,83680000.0,101325.0,1003.0,0.0,[0.],[15260.07036414]
604,347850500.0,83680000.0,101325.0,1004.0,0.0,[0.],[15413.34893711]
605,347850500.0,83680000.0,101325.00000000001,1005.0,0.0,[0.],[15567.85746967]
606,347850500.0,83680000.0,101325.00000000001,1006.0,0.0,[0.],[15723.6030471]
607,347850500.0,83680000.0,101325.0,1007.0,0.0,[0.],[15880.59277567]
608,347850500.0,83680000.0,101325.0,1008.0,0.0,[0.],[16038.8337826]
609,347850500.0,83680000.0,101325.0,1009.0,0.0,[0.],[16198.33321604]
610,347850500.0,83680000.0,101325.0,1010.0,0.0,[0.],[16359.09824497]
611,347850500.0,83680000.0,101325.0,1011.0,0.0,[0.],[16521.13605922]
612,347850500.0,83680000.0,101324.99999999999,1012.0,0.0,[0.],[16684.45386938]
613,347850500.0,83680000.0,101325.00000000001,1013.0,0.0,[0.],[16849.0589068]
614,347850500.0,83680000.0,101324.99999999999,1014.0,0.0,[0.],[17014.9584235]
615,347850500.0,83680000.0,101325.0,1015.0,0.0,[0.],[17182.15969213]
616,347850500.0,83680000.0,101324.99999999997,1016.0,0.0,[0.],[17350.67000596]
617,347850500.0,83680000.0,101325.00000000001,1017.0,0.0,[0.],[17520.49667881]
618,347850500.0,83680000.0,101325.0,1018.0,0.0,[0.],[17691.64704499]
619,347850500.0,83680000.0,101325.0,1019.0,0.0,[0.],[17864.12845929]
620,347850500.0,83680000.0,101325.0,1020.0,0.0,[0.],[18037.94829689]
621,347850500.0,83680000.0,101325.0,1021.0,0.0,[0.],[18213.11395335]
622,347850500.0,83680000.0,101325.0,1022.0,0.0,[0.],[18389.63284453]
623,347850500.0,83680000.0,101324.99999999999,1023.0,0.0,[0.],[18567.51240657]
624,347850500.0,83680000.0,101325.00000000001,1024.0,0.0,[0.],[18746.76009583]
625,347850500.0,83680000.0,101325.0,1025.0,0.0,[0.],[18927.38338881]
626,347850500.0,83680000.0,101325.0,1026.0,0.0,[0.],[19109.38978217]
627,347850500.0,83680000.0,101325.00000000001,1027.0,0.0,[0.],[19292.78679262]
628,347850500.0,83680000.0,101324.99999999999,1028.0,0.0,[0.],[19477.58195688]
629,347850500.0,83680000.0,101325.0,1029.0,0.0,[0.],[19663.78283166]
630,347850500.0,83680000.0,101324.99999999999,1030.0,0.0,[0.],[19851.39699356]
631,347850500.0,83680000.0,101325.0,1031.0,0.0,[0.],[20040.43203908]
632,347850500.0,83680000.0,101325.0,1032.0,0.0,[0.],[20230.8955845]
633,347850500.0,83680000.0,101325.0,1033.0,0.0,[0.],[20422.79526589]
634,347850500.0,83680000.0,101325.00000000001,1034.0,0.0,[0.],[20616.13873901]
635,347850500.0,83680000.0,101325.0,1035.0,0.0,[0.],[20810.93367929]
636,347850500.0,83680000.0,101325.0,1036.0,0.0,[0.],[21007.18778176]
637,347850500.0,83680000.0,101325.0,1037.0,0.0,[0.],[21204.90876098]
638,347850500.0,83680000.0,101325.00000000001,1038.0,0.0,[0.],[21404.10435105]
639,347850500.0,83680000.0,101324.99999999999,1039.0,0.0,[0.],[21604.78230546]
640,347850500.0,83680000.0,101325.0,1040.0,0.0,[0.],[21806.95039713]
641,347850500.0,83680000.0,101325.00000000001,1041.0,0.0,[0.],[22010.61641828]
642,347850500.0,83680000.0,101324.99999999999,1042.0,0.0,[0.],[22215.78818044]
643,347850500.0,83680000.0,101325.0,1043.0,0.0,[0.],[22422.47351433]
644,347850500.0,83680000.0,101325.0,1044.0,0.0,[0.],[22630.68026984]
645,347850500.0,83680000.0,101324.99999999999,1045.0,0.0,[0.],[22840.416316]
646,347850500.0,83680000.0,101324.99999999999,1046.0,0.0,[0.],[23051.68954085]
647,347850500.0,83680000.0,101325.0,1047.0,0.0,[0.],[23264.50785145]
648,347850500.0,83680000.0,101325.00000000003,1048.0,0.0,[0.],[23478.8791738]
649,347850500.0,83680000.0,101325.0,1049.0,0.0,[0.],[23694.81145276]
650,347850500.0,83680000.0,101325.00000000001,1050.0,0.0,[0.],[23912.31265203]
651,347850500.0,83680000.0,101325.0,1051.0,0.0,[0.],[24131.39075407]
652,347850500.0,83680000.0,101325.00000000001,1052.0,0.0,[0.],[24352.05376004]
653,347850500.0,83680000.0,101324.99999999997,1053.0,0.0,[0.],[24574.30968977]
654,347850500.0,83680000.0,101325.0,1054.0,0.0,[0.],[24798.16658164]
655,347850500.0,83680000.0,101324.99999999999,1055.0,0.0,[0.],[25023.63249258]
656,347850500.0,83680000.0,101325.0,1056.0,0.0,[0.],[25250.71549799]
657,347850500.0,83680000.0,101325.0,1057.0,0.0,[0.],[25479.42369167]
658,347850500.0,83680000.0,101325.0,1058.0,0.0,[0.],[25709.76518577]
659,347850500.0,83680000.0,101325.00000000003,1059.0,0.0,[0.],[25941.74811073]
660,347850500.0,83680000.0,101324.99999999999,1060.0,0.0,[0.],[26175.38061522]
661,347850500.0,83680000.0,101325.00000000001,1061.0,0.0,[0.],[26410.67086605]
662,347850500.0,83680000.0,101325.0,1062.0,0.0,[0.],[26647.62704816]
663,347850500.0,83680000.0,101325.0,1063.0,0.0,[0.],[26886.25736452]
664,347850500.0,83680000.0,101325.00000000001,1064.0,0.0,[0.],[27126.57003608]
665,347850500.0,83680000.0,101325.00000000001,1065.0,0.0,[0.],[27368.5733017]
666,347850500.0,83680000.0,101325.00000000001,1066.0,0.0,[0.],[27612.27541811]
667,347850500.0,83680000.0,101325.0,1067.0,0.0,[0.],[27857.68465981]
668,347850500.0,83680000.0,101325.00000000001,1068.0,0.0,[0.],[28104.80931903]
669,347850500.0,83680000.0,101325.00000000001,1069.0,0.0,[0.],[28353.65770569]
670,347850500.0,83680000.0,101325.00000000001,1070.0,0.0,[0.],[28604.23814726]
